region,year,listing_count,avg_price,median_price,min_price,max_price,price_stddev,yoy_growth_pct
NM,2006.0,36,238866.25333333333,209237.125,171463.66,337270.04,62517.73949049,-27.35693387055361
NV,2006.0,48,379812.42770833336,353389.265,310566.72,499973.77,69356.48914509,68.89415059588492
NH,2006.0,60,217806.07966666666,232563.915,124080.88,292463.75,58000.4067639,-34.19044152345714
CO,2006.0,165,254588.6084242424,229674.02,113162.17,549049.79,102123.12381782,-1.2426239900545255
WV,2006.0,72,103693.07180555556,97225.475,81063.36,155663.2,22506.37210125,-57.66805710110356
AZ,2006.0,108,227067.1700925926,217405.505,148591.72,324328.2,50500.7211189,123.60960951849296
TX,2006.0,154,134835.1161038961,127063.61499999999,99454.48,201669.14,27768.80021392,-41.5545549318082
VT,2006.0,48,213681.38666666666,213608.2,168301.84,260432.32,30268.79303893,68.11122523155038
LA,2006.0,84,146592.4536904762,142997.33000000002,96335.92,221356.22,37024.82436707,-33.05625439472829
IL,2006.0,160,125036.8093125,113346.58,63071.47,258181.05,45161.18682824,-20.73517736310182
NJ,2006.0,48,304794.3335416667,291454.145,174000.39,453910.11,96912.37149367,157.13536747204904
ID,2006.0,43,169770.63744186045,166544.17,142576.46,214599.1,23291.2159955,-42.85750508025885
FL,2006.0,336,222654.25044642857,213453.985,115865.66,458319.01,71199.96181442,28.16659088096567
NaN,2006.0,12,207609.6725,208600.22499999998,201947.67,210780.16,3128.323827658061,-2.2739139772911754
MA,2006.0,72,377270.2925,349050.51,218444.92,674468.55,153963.66897535,67.32988183497888
MD,2006.0,69,254735.7268115942,221391.08,99102.59,432781.38,105624.26865384,-36.573340059007506
OR,2006.0,180,243501.58044444444,242466.495,134375.54,361516.34,64050.70282341,9.51954116669922
CA,2006.0,348,447026.74416666664,429189.03,193444.63,706380.53,161540.72109837,77.00962353582091
WA,2006.0,134,247334.7152238806,245912.825,138571.14,402883.84,67589.75041321,-42.7029099508904
SD,2006.0,4,151611.84,151515.83000000002,151368.24,152047.46,310.06397318403,-38.386365168225765
RI,2006.0,12,312405.9175,312614.255,306976.71,315690.82,2756.764042348219,106.32448437895894
SC,2006.0,108,165309.13305555555,139086.96000000002,84066.18,348658.16,74911.43550511,-55.50843962633757
AR,2006.0,228,106915.23969298246,107066.20999999999,60680.38,176650.11,26396.44049802,-23.02210789566471
OH,2006.0,408,110312.70539215686,106818.045,76363.25,161410.47,21416.62074409,-0.23178648053385764
HI,2006.0,36,489057.0047222222,505350.79000000004,415943.83,551621.15,45195.1884724,373.0949625599308
MO,2006.0,84,128021.07964285715,124799.03,73368.97,173601.67,31810.86156573,-75.30447513498495
MS,2006.0,12,125046.87416666666,125329.67499999999,120370.82,129257.49,3002.736786822249,0.42519961893934255
NY,2006.0,312,139607.92169871795,115147.705,74714.25,482194.88,79155.68873376,-8.124149368455624
PA,2006.0,264,152802.74931818183,165226.995,79487.79,241887.05,44903.26769375,43.491348785457774
IN,2006.0,144,121474.70326388889,120429.03,85289.54,175407.03,19303.99242798,-27.112981749743735
MN,2006.0,132,179500.8821969697,183658.53,105311.79,254709.77,37223.36086937,52.503536730304965
MT,2006.0,12,216877.06583333333,216260.69,209587.37,225779.58,5910.74234041324,17.751508737437895
MI,2006.0,275,139869.34949090908,137207.41,88112.91,253727.34,35523.75692235,-36.55462303389487
NC,2006.0,304,150505.76361842104,129889.59,66800.17,371065.59,68655.08510032,-5.333399996399613
AK,2006.0,48,238211.18458333332,229971.93,198099.13,291708.87,30590.71757064,77.0518561187236
AL,2006.0,160,126757.2894375,125945.13500000001,68388.28,230605.92,40020.56842721,-45.2345618876182
TN,2006.0,300,122817.32343333334,118630.03,90870.44,189196.44,25136.08053222,-5.808167977270429
VA,2006.0,130,206766.1706923077,176712.095,88338.42,443121.81,97758.33766713,48.96067631442056
NE,2006.0,83,118566.81421686747,111669.65,86602.26,155899.54,25128.52326257,-36.80701369082858
KY,2006.0,204,100679.12200980392,100119.22,52531.29,159782.83,29631.54842188,-10.343392318324629
WI,2006.0,113,177812.527079646,177197.54,106467.13,242565.76,41449.45671014,76.98653665100468
KS,2006.0,48,115672.31291666666,107860.72,86464.43,161219.54,26027.39882088,-39.12967414784653
ME,2006.0,48,179760.31270833334,151414.03499999997,144223.1,272125.52,53447.63323902,40.37921775415552
OK,2006.0,240,93513.79479166666,90529.175,60122.76,128776.89,19412.10914262,-40.21084307012885
IA,2006.0,48,119834.23625,116945.36499999999,87675.46,157858.36,28966.01498763,29.179753377847504
DE,2006.0,12,314130.68833333335,316586.425,302363.66,320030.31,6279.246925654574,170.71310179757876
GA,2006.0,392,125210.75767857143,115130.6,74451.66,197629.52,33558.20801879,-63.63375340556689
VT,2007.0,48,223722.34958333333,226590.29499999998,182485.31,261271.06,27358.10349784,96.81152968889242
IN,2007.0,157,120961.71331210191,121135.82,86371.21,144237.23,15083.88996744,-46.539713891982885
NY,2007.0,312,145066.58163461537,121769.625,78278.38,476481.55,77673.69955818,0.5232184831868825
KS,2007.0,48,119677.859375,112009.42499999999,91580.3,163011.34,26096.03237166,-8.015299381927154
NM,2007.0,36,257315.67111111112,228840.445,194673.64,352027.85,64266.54684146,104.30463329313584
RI,2007.0,12,298708.905,298826.33499999996,292487.01,305605.96,4521.523802958266,30.582832505853563
NV,2007.0,57,331127.13771929825,328283.07,203823.78,457166.48,75166.25531075,9.857476249541408
OH,2007.0,406,109883.28229064039,107572.845,81576.09,161058.79,20720.66393007,-67.23168057371952
KY,2007.0,204,103041.99661764706,102310.095,57583.25,159648.27,29708.39785388,-4.892266259203238
SC,2007.0,108,172332.60592592592,144572.33500000002,88709.63,351078.51,78093.42391729,41.30798627447274
MS,2007.0,12,129678.92666666667,129937.69,127990.57,130135.54,658.695801501081,-10.122714695034851
VA,2007.0,132,208651.66257575757,177249.16999999998,91229.68,433660.33,94015.72142856,36.41089817742642
SD,2007.0,12,154722.56333333332,154819.65,152685.3,156824.56,1277.666394332284,-12.654231328699584
MN,2007.0,132,176899.00886363635,177790.945,102552.81,252598.23,35917.72748446,14.837454418738204
TX,2007.0,168,137435.97261904762,130854.93000000001,79787.23,209435.64,31357.63933294,-26.399553138097108
MI,2007.0,278,135880.05442446042,130885.34,83001.42,242391.15,33765.68091132,0.02323947596012399
NC,2007.0,308,157327.11503246753,135084.75,71406.84,377839.45,73270.65612674,3.2084647524313947
WI,2007.0,120,179428.36375,175991.69,109998.4,250503.89,42330.39870944,30.282426402684237
PA,2007.0,264,158624.23992424243,172762.51,81854.98,243816.03,47183.30294413,-1.834847997652611
OK,2007.0,236,98108.94707627119,94718.035,63331.7,132840.88,20491.12583261,-45.174427600062074
WY,2007.0,12,190322.7575,189940.93,187057.18,194341.39,2812.690948909069,100.53301359133981
WA,2007.0,152,263664.0958552632,269434.565,152312.64,418588.63,69949.75744777,41.85176675717024
NE,2007.0,108,120153.28212962963,113553.35,87834.99,156131.68,23406.78261,-57.854943370016386
MD,2007.0,71,265654.5452112676,220818.15,111123.6,413860.72,105042.89983588,94.46203040244959
TN,2007.0,300,128873.2637,125620.455,92521.27,195028.06,26927.39300166,-43.11135429764265
MO,2007.0,89,130358.01730337078,129201.21,75128.94,174207.0,31395.08466346,2.850455365728455
NH,2007.0,60,215820.16816666667,230157.105,124038.27,282417.4,52867.66851454,78.13850582359096
MA,2007.0,72,366078.21222222224,335050.605,222944.4,663877.56,146563.58808674,45.57473904618323
UT,2007.0,48,231783.65979166667,227563.26,199209.54,265549.77,21501.21750885,-32.08092849138416
LA,2007.0,97,151950.79896907217,148412.18,95051.58,227537.8,40958.74287303,-34.78201182387702
NJ,2007.0,48,303842.395625,290584.72,198234.26,445804.52,84731.65310005,95.79573590253845
NaN,2007.0,12,209537.16,210306.32,206161.13,210915.14,1657.614498801324,-27.626504242893425
OR,2007.0,180,259211.18672222222,259313.195,148687.42,373529.09,67784.31252372,23.302616393078445
ME,2007.0,48,180732.02729166666,153965.62,146924.4,270717.78,50634.21641157,-40.625612977388215
WV,2007.0,69,104542.54376811594,98755.88,82919.05,158937.11,21461.32833056,-35.85848581001394
MT,2007.0,19,205785.72894736842,229959.93,155850.38,238506.39,37597.13829608,132.8569498849081
DE,2007.0,12,311846.12666666665,313262.41000000003,305012.06,315909.89,3358.417711694637,36.224780551985745
CA,2007.0,383,405537.9869712794,391254.1,166522.06,682414.16,159864.82815119,24.896600265572854
CO,2007.0,168,270176.6120238095,251507.275,115013.0,595369.97,116109.35037927,-35.7176640449263
IL,2007.0,168,127338.19398809524,116812.55,63736.73,260127.1,44810.65918055,-53.55500154021389
AL,2007.0,168,131835.92166666666,132284.095,76754.8,233420.27,41018.76614905,13.244762656067355
AK,2007.0,48,249537.44041666668,240679.26,216351.55,296148.17,26866.45040345,81.94119255228681
GA,2007.0,396,131008.14285353535,119249.41,77521.59,199920.1,35756.89845886,-50.45297629716827
CT,2007.0,60,324300.24583333335,287690.1,264213.74,504938.39,87361.43298599,141.250753358025
HI,2007.0,36,501501.14,519714.63,436726.76,552033.3,45774.05385598,80.65085659881936
IA,2007.0,56,121222.85625,114678.12,89919.05,158591.81,26835.87635771,-77.93440604125384
AR,2007.0,224,109979.44473214286,109532.05,62463.48,177110.74,27542.05859384,-4.48740352562459
AZ,2007.0,108,231977.055,227068.91499999998,163008.51,325886.33,45270.18245087,107.30819426825295
FL,2007.0,336,215357.69360119046,213509.85499999998,115661.08,445253.14,61908.34418011,-5.971341343662118
ID,2007.0,54,181274.13444444444,171570.94,152281.18,227731.67,26207.37319528,-19.64261321801749
NJ,2008.0,48,289804.7447916667,270933.495,180617.04,428931.86,85428.71157341,57.91339430791717
FL,2008.0,336,183021.06666666668,181363.045,93996.89,362708.51,50528.85692141,-33.059939672649186
MA,2008.0,72,349830.57194444444,313273.395,212804.88,640134.55,142562.26802438,72.73276096571935
NY,2008.0,312,146208.87166666667,124320.69,79307.48,462804.89,73526.72691618,-60.315592710960985
ID,2008.0,60,188344.52716666667,189969.46500000003,149711.25,237461.34,28793.90610591,52.805993113455216
IL,2008.0,176,124711.41301136363,117885.65,63235.61,253917.13,41157.7467188,-37.944948152588644
MI,2008.0,301,125804.3280398671,121415.6,76891.1,219469.19,30647.83033183,2.9943848127401473
MS,2008.0,12,123283.75,123384.855,119179.71,127408.37,2746.38176871779,1.6219126702005315
KY,2008.0,204,103046.97362745098,102342.29000000001,56949.58,159114.74,29326.87349351,-17.05441482262956
SD,2008.0,19,162183.21578947367,159224.46,157469.16,168447.73,4732.952672093953,55.580317774792775
NM,2008.0,36,258560.14444444445,230210.27000000002,190152.47,357207.04,66876.49563291,44.58222687644853
HI,2008.0,36,485521.5513888889,499177.88,419004.75,530065.89,38559.71650868,116.83562596924975
NV,2008.0,60,272080.4103333333,260857.31,156747.58,436513.9,77416.00188677,-47.74261431616321
SC,2008.0,113,165673.0643362832,145870.23,91451.29,332590.11,66902.29041628,-44.08045149281038
WA,2008.0,171,255641.13064327487,259366.68,158013.63,410860.94,62827.25994495,77.80645166597733
MO,2008.0,115,125731.08547826087,128352.14,70662.77,172082.72,30191.97620107,-50.51325019852203
MN,2008.0,140,170703.5175,172784.7,98024.62,241586.87,31414.26159717,34.61770095925165
TN,2008.0,297,128866.23185185186,125207.36,93384.79,193425.12,26447.39322227,-27.535620920139348
WI,2008.0,136,177479.08772058823,174927.18,107397.28,250561.6,38618.68658303,39.70998190521706
OK,2008.0,218,99992.07733944955,98223.12,62820.26,133355.49,19382.70723318,-43.84913768117682
VT,2008.0,48,225916.13666666666,225825.9,191719.88,262382.26,22619.23124355,129.9111451560488
UT,2008.0,49,237648.19081632653,223829.86,211559.02,266206.21,19220.87655978,-0.8838844437241256
DE,2008.0,12,290945.33166666667,291609.98,277327.71,303209.14,8605.783028866359,30.281982931142437
CO,2008.0,165,270780.2969090909,242234.16,115446.58,604130.38,120795.46021521,-16.932143406065858
OR,2008.0,203,242441.93556650245,242480.58,142748.19,360466.41,61560.53625281,0.101728013918434
VA,2008.0,132,197937.51272727273,172930.125,89341.03,403296.24,82859.24249884,-28.682896997359542
IA,2008.0,60,121758.36433333333,116704.45,91825.52,158126.86,25072.6506784,-32.51352244150636
MT,2008.0,24,200578.34041666667,200086.635,161509.74,240011.88,39139.82552033,71.44730556546904
NE,2008.0,118,118072.48652542372,114551.01000000001,89539.53,154785.38,21663.30120105,-42.74929457432276
AL,2008.0,168,132523.36898809523,135575.84,73910.05,229855.49,38718.66510942,18.354120142633377
TX,2008.0,171,139004.92666666667,136067.33,79979.68,210519.76,31390.34659725,0.36252034285753076
WY,2008.0,11,198771.2609090909,197861.86,194487.78,206543.42,3665.678109091017,45.414670810399535
RI,2008.0,12,277496.255,278753.33499999996,261159.03,291043.02,9845.947363447192,40.88280328507978
LA,2008.0,108,153700.35472222223,149338.84499999997,96503.88,227879.4,40869.91490489,-46.42616742145883
ME,2008.0,48,177957.48916666667,153153.89500000002,144575.52,265325.8,47410.21548736,2.5546266947491514
WV,2008.0,69,107625.92246376812,101561.86,81334.41,149711.93,19444.22271862,-33.68640085843067
NaN,2008.0,12,196595.5925,197074.39,186929.36,205067.33,6059.675784342569,94.0436990815253
PA,2008.0,264,157770.3827651515,175548.16,80739.8,241096.24,45996.06375815,-10.922895663916554
AZ,2008.0,119,207549.18697478992,201935.89,143014.67,312437.56,38056.16054008,15.031618673758818
MD,2008.0,72,253601.54458333334,249774.34999999998,105993.98,404903.13,100619.87113479,23.68992455972039
KS,2008.0,49,121479.06775510203,114200.03,91812.03,163611.21,26271.9020934,-54.2787199726473
GA,2008.0,401,129808.13538653367,119193.83,75998.81,199426.61,34375.09529098,4.372853492245143
CT,2008.0,60,308234.72366666666,270466.4,247202.23,487028.73,83493.58513145,126.91308769925426
NH,2008.0,60,205801.44716666668,220611.78,118758.27,270930.37,47946.63446791,-18.43283306170379
IN,2008.0,175,119618.30605714285,118228.02,78959.84,149672.38,16088.99185012,-46.40901768708815
OH,2008.0,412,107262.59672330097,104858.755,61902.29,158610.21,20314.76711786,-11.308034254485522
AR,2008.0,227,110544.97942731278,109189.88,63348.64,171569.85,26596.8647819,4.1304371771341275
AK,2008.0,48,251360.46729166666,247168.875,225121.95,288907.28,25742.39077571,126.36610187684059
CA,2008.0,384,337765.9911979167,300741.515,134425.52,653145.28,145043.07467383,21.674508976909014
NC,2008.0,345,159959.15104347825,142178.81,70361.62,366950.78,67960.93043211,-52.72391641706001
OK,2009.0,231,98876.44891774892,94798.92,60188.66,130990.84,19263.20871817,-33.32415709485823
WY,2009.0,53,256073.72396226416,200121.64,161656.94,564086.7,128683.56650679,111.10118132147497
MN,2009.0,167,161214.86407185628,164255.55,90813.12,214842.57,26326.21812269,-17.922144751562108
AR,2009.0,224,107299.72111607144,107418.76999999999,62924.85,159064.8,25535.8432062,-34.60265421777224
MD,2009.0,72,228748.70638888888,228544.655,96357.21,369882.99,91411.24340399,112.76044680087102
NV,2009.0,95,199856.25063157894,184628.76,123758.65,353094.87,60927.63584493,-19.215454852794522
IA,2009.0,208,114836.84677884616,102478.025,69674.1,176486.56,31417.36905795,-44.495091122314854
DE,2009.0,18,243859.41833333333,260049.45500000002,195982.72,275388.35,31513.86524133,153.76118928911836
VA,2009.0,153,177472.92849673203,164281.85,86864.72,340800.77,69811.47337339,-36.82668936952781
NaN,2009.0,12,178469.14833333335,177869.125,173903.08,185165.49,3879.772136766969,8.270709758868676
ME,2009.0,48,168287.01833333334,146304.66,139406.47,249216.64,41392.82122622,-17.74589322345854
NY,2009.0,312,140382.43823717948,119291.285,75652.03,428587.42,67192.51118172,-18.4637830401301
MI,2009.0,323,115134.3260990712,109490.93,67528.4,197969.24,28417.01450194,-8.215482799099705
SD,2009.0,54,153459.8672222222,158730.075,131233.53,168658.13,12700.3709463,44.97098070132386
ID,2009.0,128,200924.606328125,180927.69,130578.32,416002.04,71776.61602206,13.984504826826294
MA,2009.0,72,330638.21222222224,293446.31,204475.27,623955.85,141463.10843743,62.189828433668715
AK,2009.0,48,249291.149375,243862.59499999997,221255.65,288445.45,26353.29604374,-16.897031351322845
OH,2009.0,493,103274.58290060853,101232.13,61161.65,151196.68,18980.63762778,-58.48804528632199
CT,2009.0,60,284876.94433333335,253220.66999999998,235449.88,445325.9,72192.2520863,150.13863681422092
HI,2009.0,36,442223.3072222222,446647.58999999997,389010.25,490222.43,32203.41936093,76.38670255473221
RI,2009.0,12,247448.23666666666,245548.995,242187.17,258108.78,5596.782609727799,-45.023996435310444
MO,2009.0,194,120284.76469072165,124590.355,63656.07,164803.08,27642.37211901,-49.26049076274981
NC,2009.0,394,155097.20431472082,136449.315,66260.51,346850.64,62636.10868655,9.518361192565838
NH,2009.0,60,191889.61283333335,208362.43,110026.84,244879.66,44109.99782887,52.70317040433659
PA,2009.0,354,140800.60488700564,130138.07999999999,78029.65,228092.11,43231.5181474,-37.542444672007335
CA,2009.0,384,275250.280390625,227550.055,114900.69,528992.17,124651.70474756,74.85278328987181
MT,2009.0,67,216702.6804477612,202380.02,154217.6,284319.27,40289.74886546,-11.061317915304391
LA,2009.0,132,149001.6209090909,148990.43,95701.49,217591.9,34985.70091147,-26.38086012640971
FL,2009.0,336,152251.73952380952,148726.3,81719.6,297698.16,41572.56421216,-0.17727984273889774
VT,2009.0,48,221088.34375,220992.435,188984.77,253650.97,21329.05415065,48.59001736747302
NJ,2009.0,48,266209.7625,248018.745,164203.47,418403.36,87711.59446241,12.229518173325715
NE,2009.0,142,115981.79929577465,112548.13,90962.28,151449.98,19169.48059086,-54.62111946417598
IL,2009.0,283,117083.97978798587,115092.13,59000.07,226819.62,32370.19006871,2.260366298400518
MS,2009.0,38,140539.35894736843,119859.825,95604.24,197142.98,39012.26694531,4.142503053857793
AL,2009.0,181,127626.35585635359,123202.32,79003.95,213755.36,33644.4068902,2.7886700151614763
TX,2009.0,585,128904.42770940172,126186.34,79694.18,231327.84,27575.82372021,2.422048545839073
ND,2009.0,55,168497.40636363637,177751.31,87511.47,195245.83,30611.33135456,40.86414583385174
KY,2009.0,218,100907.59325688073,92245.23000000001,56271.16,158417.84,27975.18399404,-48.10433183305371
TN,2009.0,297,124173.35572390573,119825.45,88667.91,188176.66,24495.30009034,29.898803439484055
GA,2009.0,442,122337.32264705883,114821.45999999999,70176.59,184863.57,30095.2447722,-4.176066102818732
SC,2009.0,137,147675.70416058393,137553.35,84244.38,295523.93,52758.85814677,19.79759706939801
WA,2009.0,238,220136.51046218487,202591.435,141718.04,362088.89,52549.29462743,47.282080007502536
IN,2009.0,321,108665.62875389408,109669.39,66235.62,149171.63,20349.31618705,-45.86671939018547
UT,2009.0,93,225061.66505376343,208790.76,159042.75,401136.25,62836.64179639,90.38198352338789
WV,2009.0,72,105227.63541666667,100902.91,77681.28,144752.83,18823.2593351,-51.67271291124186
WI,2009.0,249,159010.08947791165,158361.14,100819.39,236134.26,30483.01304291,56.944076241210496
NM,2009.0,65,219047.8713846154,196869.31,122180.29,338120.3,77363.58147609,24.31667895292997
CO,2009.0,180,269845.061,237804.735,112614.39,537257.2,112576.88212902,20.793197781817785
OR,2009.0,235,211281.41965957446,210280.85,129645.42,337361.15,51794.22617709,-11.574153475118976
AZ,2009.0,120,176982.863,175478.81,126048.66,276464.01,35107.54869481,-16.550265989508794
KS,2009.0,81,118842.65629629629,116518.86,81061.82,163393.39,26184.8187436,-33.599469930300984
NE,2010.0,141,116167.45808510638,111362.09,88515.97,153791.21,19642.17968642,-4.42569554834299
AZ,2010.0,120,159852.8075,158541.62,113345.23,257798.27,34046.92575984,42.36588052541039
ND,2010.0,72,166385.62944444444,180429.34499999997,87409.68,203216.32,36520.23662967,13.80566503609586
TX,2010.0,668,126761.65977544911,124071.93,79266.98,228442.74,27316.92497256,-31.235171307638453
ME,2010.0,48,163062.92833333334,139671.635,135899.58,238428.62,42028.33787012,12.573113838077642
NaN,2010.0,12,172357.71083333335,173504.395,168405.19,173929.99,1973.76433412474,24.223071491931748
NC,2010.0,392,149711.44183673468,132767.76,63726.78,320399.22,58955.15204238,-23.47873378077828
WV,2010.0,72,102948.85027777778,99211.70000000001,76282.88,138989.79,18024.99215596,-25.274253327765717
HI,2010.0,36,427500.0027777778,434966.66500000004,384756.0,471515.86,30577.6163858,338.42275155047236
AR,2010.0,228,104780.8223245614,104401.0,61374.21,151288.98,24974.6143066,-75.9979307839602
UT,2010.0,96,211318.2590625,198775.59999999998,151954.98,365276.34,59222.14896552,90.39626057221672
DE,2010.0,24,221522.01166666666,218850.995,188698.35,257377.66,28170.79502091,10.099526803088521
MN,2010.0,167,153557.71934131737,157741.89,88631.33,205754.25,25175.92283579,-27.922699186265977
MO,2010.0,216,118393.84046296297,120408.25,62538.38,159624.93,27934.42432121,-23.667549564671763
NM,2010.0,84,197300.7548809524,179964.745,119680.73,306069.82,66792.23623542,49.462138184053
NV,2010.0,96,173662.5046875,153155.37,109852.82,293931.08,53764.78822129,-14.897014968126122
TN,2010.0,300,121439.10063333334,117184.595,86511.26,181071.98,23667.04571898,-23.486460187455393
GA,2010.0,444,114388.13894144144,107075.06,66368.79,173603.73,28131.36855395,-8.62701705800153
NY,2010.0,312,138606.91153846154,116297.065,75312.45,402622.79,65427.30869712,8.612654524779174
WA,2010.0,238,208322.99605042016,190482.21500000003,136851.68,327593.82,49018.43625105,63.78935702289652
MS,2010.0,54,142039.5922222222,123644.245,94276.67,191655.97,37130.87834549,-35.088824434344176
NJ,2010.0,48,253456.475,233654.365,153484.82,390056.9,86617.45077743,88.97310182127765
AK,2010.0,48,248620.30041666667,243355.03,221488.97,286144.01,26301.06839,4.151715719070781
IA,2010.0,228,113712.82311403508,100580.655,69237.45,175492.69,31501.74117464,-58.66916948460034
MT,2010.0,71,213488.66183098592,222970.36,152334.49,274238.61,36718.62248709,121.68314573016055
NH,2010.0,60,185900.316,204241.315,110199.37,238686.97,42840.27483233,-8.399791344463893
MI,2010.0,332,110289.67789156626,106363.34,57623.0,185223.93,27837.88602008,-47.922710936325494
FL,2010.0,336,139449.28794642858,134836.275,75897.49,254353.86,39450.27341392,26.769500656899268
SD,2010.0,60,152425.69316666666,156855.365,131269.57,168522.36,11934.5777536,16.330241991630224
AL,2010.0,204,119311.09656862746,110051.88,75396.34,198812.91,29621.48564657,-29.838625538884177
ID,2010.0,144,185969.71291666667,169681.14,121836.75,378888.53,62914.12489338,54.18286357307118
MA,2010.0,72,328902.81666666665,291115.89,201338.92,610285.66,140248.11699464,71.5664392636683
OR,2010.0,240,196575.67245833334,194288.15,121004.68,307935.22,49165.16094905,-33.260891392771455
KS,2010.0,108,111459.8225925926,111168.605,75843.07,161512.94,26634.5517823,-42.781582407367615
PA,2010.0,364,138968.96914835164,128947.215,77806.31,249696.65,43785.57417139,15.9924737744078
OH,2010.0,514,100031.04474708172,98188.805,59838.21,148857.1,18693.89625542,-23.853489197110623
CA,2010.0,384,267520.908359375,215468.79499999998,118143.74,521487.36,123891.38209834,119.44334183515117
LA,2010.0,141,143229.52418439716,149656.11,82437.69,212408.24,36754.78637252,-30.54395185158946
SC,2010.0,148,140438.62972972973,131217.05,81589.21,265681.71,45894.8407376,-12.32095368508509
WI,2010.0,261,153275.33459770115,153226.55,90793.16,217531.46,29434.15191292,16.773353767669686
KY,2010.0,235,99326.32617021276,91866.01,56256.18,156707.94,26896.08317828,-40.04563177856579
WY,2010.0,76,246804.96289473685,202184.22,160915.88,526246.51,112950.91369633,120.08599263209541
RI,2010.0,12,243666.96,244368.35499999998,239631.81,245246.23,1852.45422789729,20.864207404514556
VT,2010.0,48,218665.28375,218613.33000000002,188888.63,251535.44,20821.37615409,-10.539427251126677
CO,2010.0,180,262591.47805555555,234700.685,109635.17,514991.05,108128.59877326,7.358817049262267
MD,2010.0,72,216571.44625,213460.13,92917.49,341663.7,86246.32031905,-9.050060931863069
VA,2010.0,168,171573.78511904762,160163.465,86284.85,326956.24,65733.18930803,-24.967971770653385
IL,2010.0,288,113108.96725694444,111977.61,57773.6,204334.59,30941.20029069,-30.085422415155662
CT,2010.0,60,271956.05416666664,239422.265,229961.29,412168.17,68147.4099444,113.81262289845266
OK,2010.0,240,97570.34833333333,93824.41500000001,60222.74,132927.91,19622.69485855,-60.81215963770119
IN,2010.0,352,104847.44039772727,108495.28,63172.95,144359.37,21339.37768994,15.636511029671741
OR,2011.0,240,183196.48579166667,177650.525,114958.78,295286.56,46417.11834775,63.74032584643312
KS,2011.0,120,107758.22566666667,102751.15,75350.12,161926.35,27337.18429166,-42.161077204809835
NH,2011.0,60,180390.1245,198637.47999999998,108580.57,229042.55,39707.03221662,93.31898475102224
MS,2011.0,60,137808.52533333332,121428.92,91438.66,187439.71,35975.09194028,-38.869079490939974
MO,2011.0,225,113518.64453333334,113661.48,62904.12,154823.08,26599.75794231,-6.396696931834689
MN,2011.0,190,144037.81221052632,146441.05,85212.14,192959.19,21117.37739659,28.839647345785036
UT,2011.0,94,200066.40882978722,185064.91999999998,149880.72,347821.91,55643.98186528,26.375029406030627
MT,2011.0,72,204177.71972222222,202059.02,149897.32,247580.71,30475.4499815,9.182777589615586
IL,2011.0,285,109639.48901754386,106822.76,54084.97,189010.63,29022.79334359,-47.13289216190398
TN,2011.0,304,117851.93273026316,112387.23,84232.72,175654.32,22953.37852863,5.209067805400269
WA,2011.0,240,195000.60425,186556.105,131627.82,301226.06,44721.94495566,65.99404131590396
WI,2011.0,264,145569.08526515152,141624.75,90683.19,209517.13,26408.74626233,-24.08463394966357
OK,2011.0,240,95538.67404166667,90597.01,59649.77,129739.84,19243.90176551,-36.03024188921782
FL,2011.0,336,128132.17142857143,121516.35,70566.24,240856.21,37649.78982044,34.128433156899995
AK,2011.0,48,247410.363125,240255.935,221808.24,287044.1,26686.75678525,97.71490420836373
KY,2011.0,226,97549.04725663716,86747.33,58570.28,154018.81,25787.84948021,-63.89378268636735
MI,2011.0,353,105680.13016997167,99500.51,48900.0,184163.79,27227.9428026,14.701524531072007
NJ,2011.0,48,238887.018125,217927.99,148444.01,374267.53,81388.50551479,119.0219829023992
VT,2011.0,48,218089.566875,216888.56,185715.63,252365.09,23120.80602292,-0.4769603023457414
NV,2011.0,96,155544.76052083334,140518.88,98221.08,265185.39,49548.1541778,-35.21148372233187
NY,2011.0,312,136185.0251923077,113694.62,75259.46,395990.8,62862.5022916,-19.08943481473807
WV,2011.0,72,101930.49986111111,98854.83,75925.76,136431.44,17988.3972519,-13.052323847865443
MA,2011.0,72,320246.0183333333,278296.505,193630.2,607433.1,141997.49435622,181.52039207391283
ID,2011.0,144,169270.03618055556,155446.91999999998,116715.25,335687.22,55654.3231394,-44.14341638965248
CA,2011.0,384,250347.43119791668,198563.14,116247.17,492921.11,116097.69805534,27.73694068689172
CT,2011.0,60,258340.335,229180.485,214827.45,390980.27,63460.4639004,15.419450457924855
NM,2011.0,84,186557.0594047619,168790.485,116706.61,287386.4,59100.58735082,-26.35041111811942
MD,2011.0,67,213372.24597014926,237786.72,91017.76,324508.81,79428.22052313,40.876850967043566
IN,2011.0,360,102303.95641666667,105027.54999999999,63046.25,142316.35,21132.69865533,-55.83119612398877
NaN,2011.0,12,163357.0425,162958.285,160143.85,167505.91,2490.580590921522,55.15765625304982
VA,2011.0,168,166989.58446428573,156839.25,85902.87,320781.51,63416.68304747,-3.754970175342731
AL,2011.0,216,113881.6126388889,108704.88,68530.5,176081.92,26291.93113801,-30.69025770016115
ND,2011.0,72,172739.37319444443,184769.27500000002,90029.77,210313.12,37046.09013882,69.97330294647305
IA,2011.0,228,113210.7901754386,100992.5,69775.34,177681.48,31083.53894058,-45.341291185994
WY,2011.0,84,230704.06369047618,201401.995,160869.52,460335.36,91715.80460398,99.4227244597371
CO,2011.0,180,250086.066,223836.975,106993.44,465733.49,98401.08458782,11.139403063013354
